"STATISTIC","Statistic Label","TLIST(A1)","Year","C02935V03550","Airports in Ireland","C02191V04000","Country","C02354V02832","Direction","C02936V03551","Flight Type","UNIT","VALUE"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","AT","Austria","3","Arrival","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","AT","Austria","4","Departure","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","AT","Austria","4","Departure","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","AT","Austria","4","Departure","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","BE","Belgium","-","All directions","-","All flights","000 Tonnes","4.3"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","BE","Belgium","-","All directions","1","Scheduled","000 Tonnes","4.2"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","BE","Belgium","-","All directions","2","Unscheduled","000 Tonnes","0.2"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","BE","Belgium","3","Arrival","-","All flights","000 Tonnes","3.4"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","BE","Belgium","3","Arrival","1","Scheduled","000 Tonnes","3.4"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","BE","Belgium","3","Arrival","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","BE","Belgium","4","Departure","-","All flights","000 Tonnes","0.9"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","BE","Belgium","4","Departure","1","Scheduled","000 Tonnes","0.7"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","BE","Belgium","4","Departure","2","Unscheduled","000 Tonnes","0.2"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","BG","Bulgaria","-","All directions","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","BG","Bulgaria","-","All directions","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","BG","Bulgaria","-","All directions","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","BG","Bulgaria","3","Arrival","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","BG","Bulgaria","3","Arrival","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","BG","Bulgaria","3","Arrival","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","BG","Bulgaria","4","Departure","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","BG","Bulgaria","4","Departure","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","BG","Bulgaria","4","Departure","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","HR","Croatia","-","All directions","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","HR","Croatia","-","All directions","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","HR","Croatia","-","All directions","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","HR","Croatia","3","Arrival","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","HR","Croatia","3","Arrival","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","HR","Croatia","3","Arrival","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","HR","Croatia","4","Departure","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","HR","Croatia","4","Departure","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","HR","Croatia","4","Departure","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","CY","Cyprus","-","All directions","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","CY","Cyprus","-","All directions","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","CY","Cyprus","-","All directions","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","CY","Cyprus","3","Arrival","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","CY","Cyprus","3","Arrival","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","CY","Cyprus","3","Arrival","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","CY","Cyprus","4","Departure","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","CY","Cyprus","4","Departure","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","CY","Cyprus","4","Departure","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","CZ","Czechia","-","All directions","-","All flights","000 Tonnes","0.1"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","CZ","Czechia","-","All directions","1","Scheduled","000 Tonnes","0.1"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","CZ","Czechia","-","All directions","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","CZ","Czechia","3","Arrival","-","All flights","000 Tonnes","0.1"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","CZ","Czechia","3","Arrival","1","Scheduled","000 Tonnes","0.1"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","CZ","Czechia","3","Arrival","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","CZ","Czechia","4","Departure","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","CZ","Czechia","4","Departure","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","CZ","Czechia","4","Departure","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","DK","Denmark","-","All directions","-","All flights","000 Tonnes","0.1"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","DK","Denmark","-","All directions","1","Scheduled","000 Tonnes","0.1"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","DK","Denmark","-","All directions","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","DK","Denmark","3","Arrival","-","All flights","000 Tonnes","0.1"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","DK","Denmark","3","Arrival","1","Scheduled","000 Tonnes","0.1"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","DK","Denmark","3","Arrival","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","DK","Denmark","4","Departure","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","DK","Denmark","4","Departure","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","DK","Denmark","4","Departure","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","EE","Estonia","-","All directions","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","EE","Estonia","-","All directions","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","EE","Estonia","-","All directions","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","EE","Estonia","3","Arrival","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","EE","Estonia","3","Arrival","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","EE","Estonia","3","Arrival","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","EE","Estonia","4","Departure","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","EE","Estonia","4","Departure","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","EE","Estonia","4","Departure","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","FI","Finland","-","All directions","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","FI","Finland","-","All directions","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","FI","Finland","-","All directions","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","FI","Finland","3","Arrival","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","FI","Finland","3","Arrival","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","FI","Finland","3","Arrival","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","FI","Finland","4","Departure","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","FI","Finland","4","Departure","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","FI","Finland","4","Departure","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","FR","France","-","All directions","-","All flights","000 Tonnes","6.7"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","FR","France","-","All directions","1","Scheduled","000 Tonnes","6.7"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","FR","France","-","All directions","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","FR","France","3","Arrival","-","All flights","000 Tonnes","3.7"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","FR","France","3","Arrival","1","Scheduled","000 Tonnes","3.7"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","FR","France","3","Arrival","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","FR","France","4","Departure","-","All flights","000 Tonnes","3"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","FR","France","4","Departure","1","Scheduled","000 Tonnes","3"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","FR","France","4","Departure","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","DE","Germany","-","All directions","-","All flights","000 Tonnes","32.7"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","DE","Germany","-","All directions","1","Scheduled","000 Tonnes","32.7"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","DE","Germany","-","All directions","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","DE","Germany","3","Arrival","-","All flights","000 Tonnes","18.5"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","DE","Germany","3","Arrival","1","Scheduled","000 Tonnes","18.5"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","DE","Germany","3","Arrival","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","DE","Germany","4","Departure","-","All flights","000 Tonnes","14.2"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","DE","Germany","4","Departure","1","Scheduled","000 Tonnes","14.2"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","DE","Germany","4","Departure","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","GR","Greece","-","All directions","-","All flights","000 Tonnes","0.1"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","GR","Greece","-","All directions","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","GR","Greece","-","All directions","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","GR","Greece","3","Arrival","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","GR","Greece","3","Arrival","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","GR","Greece","3","Arrival","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","GR","Greece","4","Departure","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","GR","Greece","4","Departure","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","GR","Greece","4","Departure","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","HU","Hungary","-","All directions","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","HU","Hungary","-","All directions","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","HU","Hungary","-","All directions","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","HU","Hungary","3","Arrival","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","HU","Hungary","3","Arrival","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","HU","Hungary","3","Arrival","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","HU","Hungary","4","Departure","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","HU","Hungary","4","Departure","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","HU","Hungary","4","Departure","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","IT","Italy","-","All directions","-","All flights","000 Tonnes","0.3"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","IT","Italy","-","All directions","1","Scheduled","000 Tonnes","0.3"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","IT","Italy","-","All directions","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","IT","Italy","3","Arrival","-","All flights","000 Tonnes","0.2"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","IT","Italy","3","Arrival","1","Scheduled","000 Tonnes","0.2"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","IT","Italy","3","Arrival","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","IT","Italy","4","Departure","-","All flights","000 Tonnes","0.1"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","IT","Italy","4","Departure","1","Scheduled","000 Tonnes","0.1"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","IT","Italy","4","Departure","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","LV","Latvia","-","All directions","-","All flights","000 Tonnes","0.1"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","LV","Latvia","-","All directions","1","Scheduled","000 Tonnes","0.1"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","LV","Latvia","-","All directions","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","LV","Latvia","3","Arrival","-","All flights","000 Tonnes","0.1"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","LV","Latvia","3","Arrival","1","Scheduled","000 Tonnes","0.1"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","LV","Latvia","3","Arrival","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","LV","Latvia","4","Departure","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","LV","Latvia","4","Departure","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","LV","Latvia","4","Departure","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","LT","Lithuania","-","All directions","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","LT","Lithuania","-","All directions","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","LT","Lithuania","-","All directions","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","LT","Lithuania","3","Arrival","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","LT","Lithuania","3","Arrival","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","LT","Lithuania","3","Arrival","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","LT","Lithuania","4","Departure","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","LT","Lithuania","4","Departure","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","LT","Lithuania","4","Departure","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","LU","Luxembourg","-","All directions","-","All flights","000 Tonnes","0.3"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","LU","Luxembourg","-","All directions","1","Scheduled","000 Tonnes","0.3"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","LU","Luxembourg","-","All directions","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","LU","Luxembourg","3","Arrival","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","LU","Luxembourg","3","Arrival","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","LU","Luxembourg","3","Arrival","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","LU","Luxembourg","4","Departure","-","All flights","000 Tonnes","0.3"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","LU","Luxembourg","4","Departure","1","Scheduled","000 Tonnes","0.3"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","LU","Luxembourg","4","Departure","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","MT","Malta","-","All directions","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","MT","Malta","-","All directions","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","MT","Malta","-","All directions","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","MT","Malta","3","Arrival","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","MT","Malta","3","Arrival","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","MT","Malta","3","Arrival","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","MT","Malta","4","Departure","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","MT","Malta","4","Departure","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","MT","Malta","4","Departure","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","NL","Netherlands","-","All directions","-","All flights","000 Tonnes","0.6"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","NL","Netherlands","-","All directions","1","Scheduled","000 Tonnes","0.6"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","NL","Netherlands","-","All directions","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","NL","Netherlands","3","Arrival","-","All flights","000 Tonnes","0.4"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","NL","Netherlands","3","Arrival","1","Scheduled","000 Tonnes","0.4"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","NL","Netherlands","3","Arrival","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","NL","Netherlands","4","Departure","-","All flights","000 Tonnes","0.2"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","NL","Netherlands","4","Departure","1","Scheduled","000 Tonnes","0.2"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","NL","Netherlands","4","Departure","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","PL","Poland","-","All directions","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","PL","Poland","-","All directions","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","PL","Poland","-","All directions","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","PL","Poland","3","Arrival","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","PL","Poland","3","Arrival","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","PL","Poland","3","Arrival","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","PL","Poland","4","Departure","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","PL","Poland","4","Departure","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","PL","Poland","4","Departure","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","PT","Portugal","-","All directions","-","All flights","000 Tonnes","0.2"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","PT","Portugal","-","All directions","1","Scheduled","000 Tonnes","0.2"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","PT","Portugal","-","All directions","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","PT","Portugal","3","Arrival","-","All flights","000 Tonnes","0.1"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","PT","Portugal","3","Arrival","1","Scheduled","000 Tonnes","0.1"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","PT","Portugal","3","Arrival","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","PT","Portugal","4","Departure","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","PT","Portugal","4","Departure","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","PT","Portugal","4","Departure","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","RO","Romania","-","All directions","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","RO","Romania","-","All directions","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","RO","Romania","-","All directions","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","RO","Romania","3","Arrival","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","RO","Romania","3","Arrival","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","RO","Romania","3","Arrival","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","RO","Romania","4","Departure","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","RO","Romania","4","Departure","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","RO","Romania","4","Departure","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","SK","Slovakia","-","All directions","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","SK","Slovakia","-","All directions","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","SK","Slovakia","-","All directions","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","SK","Slovakia","3","Arrival","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","SK","Slovakia","3","Arrival","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","SK","Slovakia","3","Arrival","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","SK","Slovakia","4","Departure","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","SK","Slovakia","4","Departure","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","SK","Slovakia","4","Departure","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","SI","Slovenia","-","All directions","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","SI","Slovenia","-","All directions","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","SI","Slovenia","-","All directions","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","SI","Slovenia","3","Arrival","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","SI","Slovenia","3","Arrival","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","SI","Slovenia","3","Arrival","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","SI","Slovenia","4","Departure","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","SI","Slovenia","4","Departure","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","SI","Slovenia","4","Departure","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","ES","Spain","-","All directions","-","All flights","000 Tonnes","0.5"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","ES","Spain","-","All directions","1","Scheduled","000 Tonnes","0.5"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","ES","Spain","-","All directions","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","ES","Spain","3","Arrival","-","All flights","000 Tonnes","0.4"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","ES","Spain","3","Arrival","1","Scheduled","000 Tonnes","0.4"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","ES","Spain","3","Arrival","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","ES","Spain","4","Departure","-","All flights","000 Tonnes","0.2"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","ES","Spain","4","Departure","1","Scheduled","000 Tonnes","0.2"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","ES","Spain","4","Departure","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","XXCI","Canary Islands","-","All directions","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","XXCI","Canary Islands","-","All directions","1","Scheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","XXCI","Canary Islands","-","All directions","2","Unscheduled","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","XXCI","Canary Islands","3","Arrival","-","All flights","000 Tonnes","0"
"TAA06C02","Freight","2022","2022","EI0M","All main airports","XXCI","Canary Islands","3","Arrival","1","Scheduled","000 Tonnes","0"
